Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD
UP001058357	Pyricularia oryzae (Rice blast fungus) (Magnaporthe oryzae)	318829	12277	C:98.7%[S:92.8%,D:5.9%],F:0.3%,M:1.0%,n:3817	Unknown
UP001058452	Candida glabrata (Yeast) (Torulopsis glabrata)	5478	4054	C:76.3%[S:75.7%,D:0.6%],F:0.2%,M:23.4%,n:2137	Outlier (low value)
UP001058564	Pyricularia oryzae (Rice blast fungus) (Magnaporthe oryzae)	318829	12238	C:98.7%[S:93.1%,D:5.6%],F:0.4%,M:0.9%,n:3817	Unknown
UP001058578	Pyricularia oryzae (Rice blast fungus) (Magnaporthe oryzae)	318829	12191	C:98.6%[S:92.8%,D:5.8%],F:0.5%,M:0.9%,n:3817	Unknown
UP001058997	Encephalitozoon intestinalis (Microsporidian parasite)	58839	2009	C:99.3%[S:99.0%,D:0.3%],F:0.3%,M:0.3%,n:600	Unknown
UP001059078	Uncinula necator (Grape powdery mildew)	52586	7113	C:93.8%[S:93.4%,D:0.4%],F:2.6%,M:3.6%,n:3234	Unknown
UP001059092	Candida glabrata (Yeast) (Torulopsis glabrata)	5478	5030	C:94.5%[S:93.7%,D:0.8%],F:0.1%,M:5.3%,n:2137	Outlier (low value)
UP001059393	Fusarium oxysporum (Fusarium vascular wilt)	5507	20422	C:98.1%[S:96.9%,D:1.2%],F:0.4%,M:1.5%,n:4494	Unknown
UP001059698	Pyricularia oryzae (Rice blast fungus) (Magnaporthe oryzae)	318829	12220	C:98.7%[S:92.9%,D:5.8%],F:0.4%,M:0.9%,n:3817	Unknown
UP001059722	Pyricularia grisea (Crabgrass-specific blast fungus) (Magnaporthe grisea)	148305	11689	C:98.4%[S:93.6%,D:4.8%],F:0.6%,M:0.9%,n:3817	Unknown
UP001059795	Pyricularia oryzae (Rice blast fungus) (Magnaporthe oryzae)	318829	12229	C:98.7%[S:93.2%,D:5.5%],F:0.3%,M:1.0%,n:3817	Unknown
UP001059840	Pyricularia oryzae (Rice blast fungus) (Magnaporthe oryzae)	318829	12542	C:98.6%[S:92.9%,D:5.7%],F:0.6%,M:0.8%,n:3817	Unknown
UP001059849	Pyricularia oryzae (Rice blast fungus) (Magnaporthe oryzae)	318829	12124	C:97.2%[S:91.5%,D:5.7%],F:0.5%,M:2.3%,n:3817	Unknown
UP001059855	Pyricularia oryzae (Rice blast fungus) (Magnaporthe oryzae)	318829	12346	C:98.5%[S:92.6%,D:5.9%],F:0.4%,M:1.0%,n:3817	Unknown
UP001059888	Pyricularia oryzae (Rice blast fungus) (Magnaporthe oryzae)	318829	12303	C:98.7%[S:92.9%,D:5.8%],F:0.3%,M:0.9%,n:3817	Unknown
UP001059893	Pyricularia grisea (Crabgrass-specific blast fungus) (Magnaporthe grisea)	148305	12207	C:98.8%[S:93.5%,D:5.4%],F:0.3%,M:0.8%,n:3817	Unknown
UP001059947	Pyricularia oryzae (Rice blast fungus) (Magnaporthe oryzae)	318829	12214	C:98.6%[S:93.1%,D:5.5%],F:0.4%,M:1.0%,n:3817	Unknown
UP001059977	Pyricularia oryzae (Rice blast fungus) (Magnaporthe oryzae)	318829	12448	C:98.7%[S:92.9%,D:5.8%],F:0.3%,M:0.9%,n:3817	Unknown
UP001060065	Pyricularia oryzae (Rice blast fungus) (Magnaporthe oryzae)	318829	12281	C:98.6%[S:92.7%,D:6.0%],F:0.4%,M:0.9%,n:3817	Unknown
UP001060170	Puccinia striiformis f. sp. tritici	168172	16517	C:95.4%[S:90.1%,D:5.3%],F:1.0%,M:3.6%,n:1764	Unknown
UP001060198	Pyricularia oryzae (Rice blast fungus) (Magnaporthe oryzae)	318829	12264	C:98.6%[S:93.1%,D:5.5%],F:0.4%,M:1.0%,n:3817	Unknown
UP001060410	Puccinia striiformis f. sp. tritici	168172	16211	C:95.9%[S:90.2%,D:5.6%],F:1.0%,M:3.2%,n:1764	Unknown
UP001063088	Monascus purpureus (Red mold) (Monascus anka)	5098	8149	C:76.1%[S:71.0%,D:5.1%],F:1.4%,M:22.5%,n:4191	Unknown
UP001065298	Fusarium keratoplasticum	1328300	14417	C:97.0%[S:96.4%,D:0.7%],F:0.2%,M:2.8%,n:4494	Unknown
UP001065400	Fusarium sp. Ph1	2898544	8164	C:49.5%[S:49.1%,D:0.4%],F:0.2%,M:50.3%,n:4494	Unknown
UP001074865	Rhizoctonia solani	456999	12613	C:91.0%[S:85.4%,D:5.6%],F:2.7%,M:6.3%,n:2898	Unknown
UP001107250	Coccidioides posadasii (strain RMSCC 757 / Silveira) (Valley fever fungus)	443226	8456	C:97.1%[S:94.7%,D:2.4%],F:1.3%,M:1.6%,n:4862	Unknown
UP001107965	Lentinula edodes (Shiitake mushroom) (Lentinus edodes)	5353	13962	C:97.8%[S:96.3%,D:1.5%],F:1.0%,M:1.2%,n:3870	Unknown
UP001138422	Rhizophagus irregularis	588596	24431	C:96.5%[S:95.7%,D:0.8%],F:1.4%,M:2.0%,n:1614	Unknown
UP001139087	Pyrenophora tritici-repentis	45151	12370	C:89.5%[S:89.3%,D:0.2%],F:4.4%,M:6.1%,n:6641	Unknown
UP001139396	Drepanopeziza brunnea f. sp. 'multigermtubi'	698441	9915	C:96.9%[S:95.1%,D:1.8%],F:1.0%,M:2.1%,n:5177	Unknown
UP001139599	Septoria linicola	215465	13080	C:99.5%[S:99.5%,D:0.0%],F:0.1%,M:0.4%,n:3786	Unknown
UP001139968	Coemansia aciculifera	417176	6818	C:83.9%[S:83.0%,D:0.9%],F:4.7%,M:11.3%,n:758	Unknown
UP001139981	Coemansia aciculifera	417176	6510	C:55.3%[S:55.0%,D:0.3%],F:15.2%,M:29.6%,n:758	Unknown
UP001140028	Coemansia sp. BCRC 34301	2663920	6361	C:85.2%[S:84.6%,D:0.7%],F:3.2%,M:11.6%,n:758	Unknown
UP001140030	Coemansia aciculifera	417176	6294	C:86.7%[S:85.1%,D:1.6%],F:1.6%,M:11.7%,n:758	Unknown
UP001140032	Coemansia erecta	147472	8055	C:55.7%[S:50.4%,D:5.3%],F:16.0%,M:28.4%,n:758	Unknown
UP001140038	Coemansia erecta	147472	5424	C:80.3%[S:78.8%,D:1.6%],F:2.4%,M:17.3%,n:758	Unknown
UP001140048	Coemansia sp. 'formosensis'	327750	8093	C:59.1%[S:58.0%,D:1.1%],F:16.8%,M:24.1%,n:758	Unknown
UP001140052	Coemansia erecta	147472	7072	C:70.1%[S:67.5%,D:2.5%],F:9.1%,M:20.8%,n:758	Unknown
UP001140055	Coemansia sp. RSA 1878	2790278	6820	C:65.4%[S:64.0%,D:1.5%],F:11.5%,M:23.1%,n:758	Unknown
UP001140066	Coemansia linderi	2663919	6584	C:56.1%[S:55.7%,D:0.4%],F:15.2%,M:28.8%,n:758	Unknown
UP001140072	Coemansia furcata	417177	7154	C:54.9%[S:54.2%,D:0.7%],F:15.6%,M:29.6%,n:758	Unknown
UP001140087	Coemansia helicoidea	1286919	7109	C:51.7%[S:51.3%,D:0.4%],F:16.5%,M:31.8%,n:758	Unknown
UP001140096	Coemansia furcata	417177	7113	C:59.8%[S:57.7%,D:2.1%],F:15.7%,M:24.5%,n:758	Unknown
UP001140103	Coemansia sp. BCRC 34490	2761420	6877	C:48.9%[S:48.5%,D:0.4%],F:18.5%,M:32.6%,n:758	Unknown
UP001140129	Coemansia erecta	147472	6483	C:64.5%[S:63.9%,D:0.7%],F:9.1%,M:26.4%,n:758	Unknown
UP001140140	Coemansia nantahalensis	2789366	7467	C:51.2%[S:50.8%,D:0.4%],F:19.5%,M:29.3%,n:758	Unknown
UP001140155	Coemansia sp. Benny D115	2663910	5870	C:84.4%[S:84.0%,D:0.4%],F:3.2%,M:12.4%,n:758	Unknown
UP001140157	Coemansia spiralis	417178	7301	C:55.0%[S:54.5%,D:0.5%],F:16.8%,M:28.2%,n:758	Unknown
UP001140177	Coemansia sp. IMI 203386	2572656	6264	C:89.6%[S:88.7%,D:0.9%],F:0.8%,M:9.6%,n:758	Unknown
UP001140212	Coemansia sp. BCRC 34962	2789224	6086	C:91.4%[S:90.4%,D:1.1%],F:1.1%,M:7.5%,n:758	Unknown
UP001140232	Coemansia sp. D1744	2761401	7185	C:75.1%[S:73.7%,D:1.3%],F:8.4%,M:16.5%,n:758	Unknown
UP001140234	Coemansia nantahalensis	2789366	6994	C:54.0%[S:53.0%,D:0.9%],F:17.7%,M:28.4%,n:758	Unknown
UP001140435	Gnomoniopsis sp. IMI 355080	2978355	10783	C:92.2%[S:91.9%,D:0.3%],F:1.2%,M:6.6%,n:3817	Unknown
UP001140445	Kalmusia sp. IMI 367209	2978360	13458	C:88.0%[S:87.8%,D:0.2%],F:2.6%,M:9.4%,n:6641	Unknown
UP001140483	Collariella sp. IMI 366227	2978359	7972	C:80.8%[S:80.6%,D:0.2%],F:8.2%,M:11.0%,n:3817	Unknown
UP001140495	Neurospora sp. IMI 360204	2978357	9603	C:91.9%[S:91.7%,D:0.2%],F:3.2%,M:4.9%,n:3817	Unknown
UP001140541	Didymella sp. IMI 355093	2978356	9757	C:90.4%[S:90.3%,D:0.1%],F:2.1%,M:7.5%,n:6641	Unknown
UP001141432	Penicillium chrysogenum (Penicillium notatum)	5076	12358	C:98.7%[S:98.5%,D:0.2%],F:0.4%,M:0.9%,n:4191	Unknown
UP001143499	Aspergillus brasiliensis	319629	12050	C:94.5%[S:94.2%,D:0.2%],F:2.9%,M:2.6%,n:4191	Unknown
UP001143535	Aspergillus brasiliensis	319629	11888	C:96.7%[S:96.5%,D:0.2%],F:1.5%,M:1.8%,n:4191	Standard
UP001143551	Aspergillus niger	5061	11734	C:98.7%[S:98.4%,D:0.3%],F:0.5%,M:0.8%,n:4191	Standard
UP001143834	Coemansia sp. RSA 1086	2849844	6003	C:87.2%[S:85.5%,D:1.7%],F:2.4%,M:10.4%,n:758	Unknown
UP001143856	Xylaria curta	42375	10713	C:61.8%[S:60.4%,D:1.4%],F:12.7%,M:25.5%,n:3817	Unknown
UP001143910	Lecanicillium fungicola	93591	11404	C:50.8%[S:50.4%,D:0.5%],F:10.8%,M:38.3%,n:4494	Unknown
UP001143922	Coemansia sp. RSA 1821	2849847	5951	C:87.6%[S:85.9%,D:1.7%],F:2.1%,M:10.3%,n:758	Unknown
UP001143980	Coemansia sp. Benny D160-2	2849843	6429	C:85.4%[S:84.6%,D:0.8%],F:3.0%,M:11.6%,n:758	Unknown
UP001144119	Aspergillus tubingensis	5068	11193	C:98.8%[S:98.6%,D:0.2%],F:0.4%,M:0.8%,n:4191	Unknown
UP001144126	Aspergillus niger	5061	11468	C:98.5%[S:98.2%,D:0.3%],F:0.5%,M:1.0%,n:4191	Standard
UP001144153	Aspergillus tubingensis	5068	11463	C:98.7%[S:98.5%,D:0.2%],F:0.4%,M:1.0%,n:4191	Standard
UP001144158	Aspergillus niger	5061	11791	C:98.6%[S:98.4%,D:0.3%],F:0.5%,M:0.8%,n:4191	Unknown
UP001144168	Aspergillus tubingensis	5068	11399	C:98.6%[S:98.4%,D:0.2%],F:0.3%,M:1.1%,n:4191	Unknown
UP001144188	Aspergillus tubingensis	5068	11031	C:98.4%[S:98.2%,D:0.2%],F:0.4%,M:1.2%,n:4191	Unknown
UP001144240	Aspergillus niger	5061	11589	C:98.5%[S:98.3%,D:0.2%],F:0.5%,M:1.0%,n:4191	Unknown
UP001144241	Aspergillus niger	5061	11538	C:98.5%[S:98.2%,D:0.3%],F:0.7%,M:0.8%,n:4191	Unknown
UP001144244	Aspergillus niger	5061	11628	C:98.7%[S:98.4%,D:0.4%],F:0.5%,M:0.8%,n:4191	Standard
UP001144262	Aspergillus niger	5061	11529	C:98.7%[S:98.4%,D:0.2%],F:0.5%,M:0.8%,n:4191	Unknown
UP001144263	Aspergillus niger	5061	11304	C:98.6%[S:98.4%,D:0.3%],F:0.5%,M:0.9%,n:4191	Close to standard (low value)
UP001144978	Trametes sanguinea	158606	14610	C:41.7%[S:38.1%,D:3.6%],F:17.2%,M:41.2%,n:4464	Unknown
UP001145114	Spiromyces aspiralis	68401	8879	C:48.0%[S:47.9%,D:0.1%],F:22.4%,M:29.6%,n:758	Unknown
UP001147694	Penicillium cf. griseofulvum	2972120	11192	C:97.9%[S:97.6%,D:0.4%],F:0.2%,M:1.9%,n:4191	Outlier (high value)
UP001147706	Penicillium atrosanguineum	1132637	10991	C:98.5%[S:98.2%,D:0.3%],F:0.4%,M:1.1%,n:4191	Unknown
UP001147722	Penicillium sp. CMV-2018d	2184411	12023	C:99.3%[S:99.0%,D:0.3%],F:0.2%,M:0.5%,n:4191	Unknown
UP001148279	Penicillium crustosum (Blue mold fungus)	36656	12276	C:98.4%[S:98.1%,D:0.3%],F:0.8%,M:0.8%,n:4191	Unknown
UP001148359	Penicillium sp. IBT 31633x	3003414	10586	C:99.2%[S:99.0%,D:0.2%],F:0.3%,M:0.5%,n:4191	Unknown
UP001148425	Penicillium expansum (Blue mold rot fungus)	27334	12386	C:95.5%[S:95.2%,D:0.3%],F:2.1%,M:2.3%,n:4191	Unknown
UP001148629	Fusarium decemcellulare	57161	16555	C:53.9%[S:51.8%,D:2.0%],F:12.0%,M:34.1%,n:4494	Unknown
UP001148662	Phlebia brevispora	194682	9451	C:50.4%[S:49.9%,D:0.5%],F:6.4%,M:43.2%,n:4464	Unknown
UP001148737	Lecanicillium saksenae	468837	11355	C:59.8%[S:59.4%,D:0.4%],F:12.2%,M:28.0%,n:4494	Unknown
UP001148884	Penicillium cf. griseofulvum	2972120	11364	C:97.8%[S:97.3%,D:0.5%],F:1.0%,M:1.2%,n:4191	Unknown
UP001149097	Penicillium coprophilum	36646	10953	C:98.3%[S:97.8%,D:0.5%],F:0.5%,M:1.2%,n:4191	Unknown
UP001149180	Penicillium atrosanguineum	1132637	11457	C:97.4%[S:96.8%,D:0.5%],F:1.2%,M:1.5%,n:4191	Unknown
UP001149827	Aspergillus flavus	5059	13064	C:99.3%[S:99.0%,D:0.3%],F:0.4%,M:0.3%,n:4191	Unknown
UP001150217	Lentinula lateritia	40482	13286	C:98.0%[S:96.8%,D:1.2%],F:0.7%,M:1.4%,n:3870	Unknown
UP001150518	Coemansia sp. RSA 2703	2849857	9117	C:49.9%[S:42.3%,D:7.5%],F:17.0%,M:33.1%,n:758	Unknown
UP001150537	Coemansia sp. IMI 209127	2898424	7153	C:73.9%[S:72.3%,D:1.6%],F:7.8%,M:18.3%,n:758	Unknown
UP001150549	Coemansia sp. S17	2849864	11832	C:33.6%[S:11.6%,D:22.0%],F:22.8%,M:43.5%,n:758	Unknown
UP001150580	Coemansia sp. RSA 989	2849862	5950	C:87.9%[S:86.0%,D:1.8%],F:2.0%,M:10.2%,n:758	Unknown
UP001150581	Kickxella alabastrina	61397	11976	C:64.8%[S:26.5%,D:38.3%],F:12.7%,M:22.6%,n:758	Unknown
UP001150586	Coemansia sp. RSA 486	2849860	11219	C:47.8%[S:27.8%,D:19.9%],F:18.3%,M:33.9%,n:758	Unknown
UP001150601	Linderina pennispora	61395	10338	C:60.4%[S:60.2%,D:0.3%],F:19.7%,M:19.9%,n:758	Unknown
UP001150603	Linderina macrospora	4868	7268	C:46.6%[S:46.0%,D:0.5%],F:19.3%,M:34.2%,n:758	Unknown
UP001150620	Kickxella alabastrina	61397	7494	C:60.6%[S:60.2%,D:0.4%],F:15.6%,M:23.9%,n:758	Unknown
UP001150635	Coemansia sp. RSA 2708	2849858	7826	C:62.5%[S:59.8%,D:2.8%],F:13.6%,M:23.9%,n:758	Unknown
UP001150638	Coemansia sp. RSA 2523	2849853	7093	C:72.6%[S:71.2%,D:1.3%],F:9.9%,M:17.5%,n:758	Unknown
UP001150653	Coemansia sp. RSA 2675	2849856	6644	C:85.4%[S:84.8%,D:0.5%],F:4.0%,M:10.7%,n:758	Unknown
UP001150659	Coemansia sp. RSA 2399	2849852	7142	C:76.3%[S:74.7%,D:1.6%],F:7.1%,M:16.6%,n:758	Unknown
UP001150671	Coemansia sp. RSA 2599	2849855	7166	C:69.1%[S:67.5%,D:1.6%],F:9.2%,M:21.6%,n:758	Unknown
UP001150712	Coemansia sp. RSA 1938	2849850	7055	C:71.1%[S:69.5%,D:1.6%],F:10.6%,M:18.3%,n:758	Unknown
UP001150720	Coemansia sp. RSA 2598	2849854	7249	C:67.7%[S:66.1%,D:1.6%],F:9.2%,M:23.1%,n:758	Unknown
UP001150725	Coemansia sp. RSA 1843	2849849	6725	C:89.1%[S:87.7%,D:1.3%],F:1.6%,M:9.4%,n:758	Unknown
UP001150736	Coemansia sp. RSA 522	2789225	6806	C:70.7%[S:68.7%,D:2.0%],F:9.8%,M:19.5%,n:758	Unknown
UP001150760	Coemansia sp. RSA 1824	2849848	7233	C:70.1%[S:69.0%,D:1.1%],F:10.8%,M:19.1%,n:758	Unknown
UP001150770	Coemansia sp. RSA 788	2663892	6563	C:44.5%[S:43.5%,D:0.9%],F:20.2%,M:35.4%,n:758	Unknown
UP001150771	Coemansia sp. RSA 922	2789323	10477	C:87.5%[S:52.0%,D:35.5%],F:2.5%,M:10.0%,n:758	Unknown
UP001150774	Coemansia sp. RSA 720	2789315	6358	C:90.6%[S:87.9%,D:2.8%],F:0.9%,M:8.4%,n:758	Unknown
UP001150777	Coemansia sp. RSA 678	2790277	6576	C:62.1%[S:61.2%,D:0.9%],F:14.2%,M:23.6%,n:758	Unknown
UP001150792	Coemansia sp. RSA 487	2512258	6506	C:90.4%[S:88.9%,D:1.5%],F:0.9%,M:8.7%,n:758	Unknown
UP001150794	Coemansia sp. RSA 552	2663883	5486	C:81.9%[S:81.3%,D:0.7%],F:2.1%,M:16.0%,n:758	Unknown
UP001150799	Coemansia sp. RSA 518	2512259	7596	C:76.0%[S:74.8%,D:1.2%],F:9.1%,M:14.9%,n:758	Unknown
UP001150811	Coemansia sp. RSA 551	2663882	6309	C:47.6%[S:46.8%,D:0.8%],F:18.9%,M:33.5%,n:758	Unknown
UP001150812	Penicillium antarcticum	416450	11180	C:99.1%[S:98.6%,D:0.5%],F:0.1%,M:0.8%,n:4191	Unknown
UP001150816	Coemansia sp. RSA 475	2663900	6678	C:47.5%[S:46.6%,D:0.9%],F:18.9%,M:33.6%,n:758	Unknown
UP001150817	Coemansia sp. RSA 371	2818452	6888	C:68.9%[S:67.3%,D:1.6%],F:9.6%,M:21.5%,n:758	Unknown
UP001150823	Coemansia sp. RSA 532	2512260	7919	C:72.2%[S:70.6%,D:1.6%],F:11.1%,M:16.8%,n:758	Unknown
UP001150832	Coemansia sp. RSA 454	2663901	6415	C:52.1%[S:51.7%,D:0.4%],F:15.0%,M:32.8%,n:758	Unknown
UP001150837	Coemansia sp. RSA 355	2789317	6701	C:74.7%[S:73.2%,D:1.5%],F:7.3%,M:18.1%,n:758	Unknown
UP001150839	Coemansia sp. RSA 2704	2789346	7011	C:63.6%[S:61.9%,D:1.7%],F:14.0%,M:22.4%,n:758	Unknown
UP001150846	Coemansia sp. RSA 376	2663904	3755	C:55.4%[S:54.7%,D:0.7%],F:2.1%,M:42.5%,n:758	Unknown
UP001150855	Coemansia thaxteri	2663907	6194	C:73.6%[S:73.1%,D:0.5%],F:8.4%,M:17.9%,n:758	Unknown
UP001150884	Coemansia sp. RSA 530	2663893	6274	C:41.7%[S:40.9%,D:0.8%],F:19.9%,M:38.4%,n:758	Unknown
UP001150900	Coemansia sp. RSA 2706	2789344	7419	C:47.4%[S:46.6%,D:0.8%],F:20.3%,M:32.3%,n:758	Unknown
UP001150902	Coemansia sp. RSA 520	2789324	6323	C:43.3%[S:42.5%,D:0.8%],F:18.1%,M:38.7%,n:758	Unknown
UP001150906	Coemansia sp. S85	2663909	6673	C:41.7%[S:41.4%,D:0.3%],F:21.5%,M:36.8%,n:758	Unknown
UP001150928	Coemansia sp. S610	2789341	7020	C:46.6%[S:46.0%,D:0.5%],F:17.7%,M:35.8%,n:758	Unknown
UP001150929	Coemansia sp. S16	2761417	9191	C:86.5%[S:66.9%,D:19.7%],F:2.9%,M:10.6%,n:758	Unknown
UP001150948	Coemansia sp. S680	2663916	6589	C:79.3%[S:78.5%,D:0.8%],F:6.7%,M:14.0%,n:758	Unknown
UP001150963	Coemansia sp. S3946	2761407	9464	C:88.3%[S:67.5%,D:20.7%],F:2.8%,M:9.0%,n:758	Unknown
UP001150965	Coemansia sp. S142-1	2663917	9713	C:57.5%[S:52.5%,D:5.0%],F:17.0%,M:25.5%,n:758	Unknown
UP001150967	Coemansia sp. S155-1	2663888	9870	C:76.6%[S:67.0%,D:9.6%],F:9.0%,M:14.4%,n:758	Unknown
UP001150974	Coemansia sp. RSA 562	2663890	6722	C:71.5%[S:70.3%,D:1.2%],F:8.3%,M:20.2%,n:758	Unknown
UP001150980	Coemansia sp. S146	2663918	6760	C:90.1%[S:89.3%,D:0.8%],F:1.5%,M:8.4%,n:758	Unknown
UP001150984	Coemansia sp. RSA 986	2789322	6517	C:90.1%[S:88.7%,D:1.5%],F:1.1%,M:8.8%,n:758	Unknown
UP001150985	Coemansia sp. S100	2663912	9390	C:74.8%[S:65.6%,D:9.2%],F:9.6%,M:15.6%,n:758	Unknown
UP001151022	Coemansia sp. RSA 637	2818455	6829	C:71.0%[S:69.5%,D:1.5%],F:10.3%,M:18.7%,n:758	Unknown
UP001151023	Coemansia sp. RSA 921	2663885	6327	C:46.2%[S:45.6%,D:0.5%],F:18.2%,M:35.6%,n:758	Unknown
UP001151295	Coemansia umbellata	1424467	6548	C:90.9%[S:89.8%,D:1.1%],F:0.9%,M:8.2%,n:758	Unknown
UP001151512	Coemansia sp. RSA 1290	2761390	5513	C:68.7%[S:67.8%,D:0.9%],F:7.8%,M:23.5%,n:758	Unknown
UP001151513	Coemansia sp. RSA 1085	2789357	5862	C:88.3%[S:85.6%,D:2.6%],F:1.6%,M:10.2%,n:758	Unknown
UP001151515	Coemansia sp. RSA 1804	2512253	10882	C:84.6%[S:48.7%,D:35.9%],F:4.2%,M:11.2%,n:758	Unknown
UP001151530	Coemansia sp. RSA 1285	2663902	8940	C:65.3%[S:54.2%,D:11.1%],F:13.6%,M:21.1%,n:758	Unknown
UP001151531	Coemansia sp. RSA 1200	2789352	6315	C:89.1%[S:87.5%,D:1.6%],F:1.7%,M:9.2%,n:758	Unknown
UP001151553	Coemansia sp. RSA 1286	2663877	4328	C:57.1%[S:55.0%,D:2.1%],F:2.1%,M:40.8%,n:758	Unknown
UP001151557	Coemansia sp. RSA 2322	2663905	6175	C:70.6%[S:70.2%,D:0.4%],F:8.6%,M:20.8%,n:758	Unknown
UP001151567	Coemansia sp. RSA 1199	2789312	6375	C:89.1%[S:86.5%,D:2.5%],F:1.7%,M:9.2%,n:758	Unknown
UP001151571	Coemansia sp. RSA 1721	2663876	4120	C:58.0%[S:55.5%,D:2.5%],F:1.5%,M:40.5%,n:758	Unknown
UP001151577	Coemansia sp. RSA 2131	2789348	6520	C:79.6%[S:77.7%,D:1.8%],F:6.3%,M:14.1%,n:758	Unknown
UP001151584	Coemansia sp. RSA 1797	2789340	6677	C:62.0%[S:61.1%,D:0.9%],F:12.4%,M:25.6%,n:758	Unknown
UP001151585	Coemansia sp. RSA 1287	2789329	5930	C:37.5%[S:37.1%,D:0.4%],F:19.8%,M:42.7%,n:758	Unknown
UP001151587	Coemansia sp. RSA 1250	2789360	5904	C:89.2%[S:86.4%,D:2.8%],F:1.2%,M:9.6%,n:758	Unknown
UP001151588	Coemansia sp. IMI 209128	2761427	6398	C:91.0%[S:90.2%,D:0.8%],F:1.3%,M:7.7%,n:758	Unknown
UP001151590	Coemansia sp. RSA 2320	2512255	7107	C:78.0%[S:76.9%,D:1.1%],F:7.7%,M:14.4%,n:758	Unknown
UP001151592	Coemansia sp. RSA 2052	2789218	6613	C:47.9%[S:47.8%,D:0.1%],F:19.8%,M:32.3%,n:758	Unknown
UP001151599	Coemansia sp. RSA 1694	2663881	6704	C:46.7%[S:46.4%,D:0.3%],F:19.8%,M:33.5%,n:758	Unknown
UP001151604	Coemansia sp. RSA 1939	2761428	9295	C:84.6%[S:53.7%,D:30.9%],F:3.7%,M:11.7%,n:758	Unknown
UP001151606	Coemansia sp. RSA 2049	2663914	9209	C:68.5%[S:57.4%,D:11.1%],F:13.3%,M:18.2%,n:758	Unknown
UP001151621	Coemansia sp. RSA 1937	2663895	5638	C:38.3%[S:37.9%,D:0.4%],F:20.6%,M:41.2%,n:758	Unknown
UP001151622	Coemansia sp. RSA 1972	2663899	6338	C:90.2%[S:87.7%,D:2.5%],F:1.5%,M:8.3%,n:758	Unknown
UP001151624	Coemansia sp. RSA 2607	2789223	7604	C:68.6%[S:63.9%,D:4.7%],F:10.3%,M:21.1%,n:758	Unknown
UP001151629	Coemansia sp. RSA 1807	2663894	5455	C:83.8%[S:81.8%,D:2.0%],F:2.2%,M:14.0%,n:758	Unknown
UP001151630	Coemansia sp. RSA 1822	2663887	6247	C:86.7%[S:84.7%,D:2.0%],F:2.2%,M:11.1%,n:758	Unknown
UP001151635	Coemansia sp. RSA 2603	2663908	7823	C:52.0%[S:51.1%,D:0.9%],F:18.9%,M:29.2%,n:758	Unknown
UP001151636	Coemansia sp. RSA 2618	2663880	6946	C:66.2%[S:64.1%,D:2.1%],F:11.2%,M:22.6%,n:758	Unknown
UP001151643	Coemansia sp. RSA 1933	2512254	7667	C:81.0%[S:80.3%,D:0.7%],F:6.5%,M:12.5%,n:758	Unknown
UP001151645	Coemansia sp. RSA 1935	2789350	6963	C:72.0%[S:71.1%,D:0.9%],F:10.4%,M:17.5%,n:758	Unknown
UP001151649	Coemansia sp. RSA 1365	2761419	4896	C:76.3%[S:75.5%,D:0.8%],F:1.5%,M:22.3%,n:758	Unknown
UP001151663	Coemansia sp. RSA 1836	2663898	6902	C:47.2%[S:46.7%,D:0.5%],F:19.7%,M:33.1%,n:758	Unknown
UP001151690	Coemansia sp. RSA 2531	2663878	8938	C:38.1%[S:37.2%,D:0.9%],F:22.0%,M:39.8%,n:758	Unknown
UP001151691	Coemansia sp. RSA 2337	2663906	9324	C:64.5%[S:59.2%,D:5.3%],F:13.2%,M:22.3%,n:758	Unknown
UP001151692	Coemansia sp. RSA 2440	2789349	6937	C:66.0%[S:64.6%,D:1.3%],F:11.9%,M:22.2%,n:758	Unknown
UP001151702	Coemansia sp. RSA 2559	2663921	7869	C:63.7%[S:60.9%,D:2.8%],F:13.9%,M:22.4%,n:758	Unknown
UP001151705	Coemansia sp. RSA 370	2663889	6909	C:67.7%[S:66.5%,D:1.2%],F:11.3%,M:21.0%,n:758	Unknown
UP001151706	Coemansia sp. RSA 2530	2663913	6525	C:71.1%[S:70.7%,D:0.4%],F:9.9%,M:19.0%,n:758	Unknown
UP001151713	Coemansia sp. RSA 455	2663915	8813	C:64.0%[S:60.8%,D:3.2%],F:14.5%,M:21.5%,n:758	Unknown
UP001151723	Coemansia sp. RSA 2611	2761403	13597	C:75.2%[S:48.3%,D:26.9%],F:11.1%,M:13.7%,n:758	Unknown
UP001151740	Coemansia sp. RSA 2526	2818456	5402	C:81.1%[S:79.8%,D:1.3%],F:2.6%,M:16.2%,n:758	Unknown
UP001151742	Coemansia sp. RSA 2524	2663884	6287	C:44.6%[S:44.3%,D:0.3%],F:19.8%,M:35.6%,n:758	Unknown
UP001151769	Coemansia sp. RSA 2336	2512256	5527	C:85.6%[S:83.6%,D:2.0%],F:1.3%,M:13.1%,n:758	Unknown
UP001152006	Fusarium oxysporum (Fusarium vascular wilt)	5507	17444	C:90.4%[S:89.8%,D:0.6%],F:6.0%,M:3.6%,n:4494	Unknown
UP001152010	Fusarium falciforme	195108	16510	C:87.3%[S:84.0%,D:3.3%],F:8.0%,M:4.7%,n:4494	Unknown
UP001152020	Fusarium falciforme	195108	15779	C:95.5%[S:91.6%,D:3.9%],F:2.3%,M:2.2%,n:4494	Unknown
