Organism.GOLD Organism ID,Organism.Organism Name,Organism.Domain,Organism.Species,Organism.Phylum,Organism.NCBI Taxonomy ID,Organism.Type Strain,Organism.Organism Type,Organism.Add Date,Organism.NCBI Phylum,Organism.NCBI Class,Organism.NCBI Order,Organism.NCBI Family,Organism.NCBI Genus,Organism.NCBI Species,Organism.Cell Diameter,Organism.Cell Shape,Organism.Color,Organism.Gram Stain,Organism.Motility,Organism.Oxygen Requirement,Organism.pH,Organism.pH2,Organism.Salinity,Organism.Pressure,Organism.Sporulation,Organism.Carbon Source,Organism.Growth Temperature,Organism.Growth Temperature2,Organism.Cell Length,Organism.Commercial Strain,Organism.Commercial Strain Comments,Organism.Propagation,Organism.Sample Collection Site,Organism.Isolation Country/Ocean.Term,Organism.Collection Method,Organism.Ecosystem,Organism.Ecosystem Category,Organism.Ecosystem Type,Organism.Geographic Location,Organism.Latitude,Organism.Longitude,Organism.Altitude,Organism.Elevation,Organism.Depth,Organism.Subsurface Depth,Organism.Temperature Range,Organism.Isolation Host Name,Organism.Host Taxonomy ID,Organism.Host Gender,Organism.Host Body Site,Organism.Host Body Product,Organism.Host Specificity or Range,Organism.Host Comments
Go0608153,Oosporidium margaritiferum DSM 70351,EUKARYAL,Oosporidium margaritiferum,FUNGI-ASCOMYCOTA,1859950,Yes,Natural,Ascomycota,,,,Oosporidium,Oosporidium margaritiferum,,,,,,,,,,,,,,,,,,,Slime flux of oak,Germany,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608152,Oosporidium margaritiferum CBS 2531,EUKARYAL,Oosporidium margaritiferum,FUNGI-ASCOMYCOTA,1859950,Yes,Natural,Ascomycota,,,,Oosporidium,Oosporidium margaritiferum,,,,,,,,,,,,,,,,,,,Slime flux of oak,Germany,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608151,Oosporidium margaritiferum ATCC 10676,EUKARYAL,Oosporidium margaritiferum,FUNGI-ASCOMYCOTA,1859950,Yes,Natural,Ascomycota,,,,Oosporidium,Oosporidium margaritiferum,,,,,,,,,,,,,,,,,,,Slime flux of oak,Germany,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608150,Lipomyces tetrasporus NRRL Y-11562,EUKARYAL,Lipomyces tetrasporus,FUNGI-ASCOMYCOTA,54092,Yes,Natural,Ascomycota,Lipomycetes,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces tetrasporus,,,,,,,,,,,,,,,,,,,soil,Russia,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608149,Lipomyces tetrasporus No. 130,EUKARYAL,Lipomyces tetrasporus,FUNGI-ASCOMYCOTA,54092,Yes,Natural,Ascomycota,Lipomycetes,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces tetrasporus,,,,,,,,,,,,,,,,,,,soil,Russia,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608148,Lipomyces tetrasporus NCYC 1437,EUKARYAL,Lipomyces tetrasporus,FUNGI-ASCOMYCOTA,54092,Yes,Natural,Ascomycota,Lipomycetes,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces tetrasporus,,,,,,,,,,,,,,,,,,,soil,Russia,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608147,Lipomyces tetrasporus NBRC 10391,EUKARYAL,Lipomyces tetrasporus,FUNGI-ASCOMYCOTA,54092,Yes,Natural,Ascomycota,Lipomycetes,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces tetrasporus,,,,,,,,,,,,,,,,,,,soil,Russia,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608146,Lipomyces tetrasporus Li-0407,EUKARYAL,Lipomyces tetrasporus,FUNGI-ASCOMYCOTA,54092,Yes,Natural,Ascomycota,Lipomycetes,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces tetrasporus,,,,,,,,,,,,,,,,,,,soil,Russia,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608145,Lipomyces tetrasporus IFO 10391,EUKARYAL,Lipomyces tetrasporus,FUNGI-ASCOMYCOTA,54092,Yes,Natural,Ascomycota,Lipomycetes,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces tetrasporus,,,,,,,,,,,,,,,,,,,soil,Russia,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608144,Lipomyces tetrasporus DSM 70314,EUKARYAL,Lipomyces tetrasporus,FUNGI-ASCOMYCOTA,54092,Yes,Natural,Ascomycota,Lipomycetes,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces tetrasporus,,,,,,,,,,,,,,,,,,,soil,Russia,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608143,Lipomyces tetrasporus CBS 5910,EUKARYAL,Lipomyces tetrasporus,FUNGI-ASCOMYCOTA,54092,Yes,Natural,Ascomycota,Lipomycetes,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces tetrasporus,,,,,,,,,,,,,,,,,,,soil,Russia,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608142,Lipomyces tetrasporus ATCC 32372,EUKARYAL,Lipomyces tetrasporus,FUNGI-ASCOMYCOTA,54092,Yes,Natural,Ascomycota,Lipomycetes,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces tetrasporus,,,,,,,,,,,,,,,,,,,soil,Russia,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608141,Lipomyces lipofer NBRC 1288,EUKARYAL,Lipomyces lipofer,FUNGI-ASCOMYCOTA,36043,Yes,Natural,Ascomycota,Lipomycetes,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces lipofer,,,,,,,,,,,,,,,,,,,garden soil,Netherlands,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608140,Lipomyces lipofer IFO 1288,EUKARYAL,Lipomyces lipofer,FUNGI-ASCOMYCOTA,36043,Yes,Natural,Ascomycota,Lipomycetes,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces lipofer,,,,,,,,,,,,,,,,,,,garden soil,Netherlands,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608139,Lipomyces lipofer DSM 70305,EUKARYAL,Lipomyces lipofer,FUNGI-ASCOMYCOTA,36043,Yes,Natural,Ascomycota,Lipomycetes,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces lipofer,,,,,,,,,,,,,,,,,,,garden soil,Netherlands,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608138,Lipomyces lipofer CBS 944,EUKARYAL,Lipomyces lipofer,FUNGI-ASCOMYCOTA,36043,Yes,Natural,Ascomycota,Lipomycetes,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces lipofer,,,,,,,,,,,,,,,,,,,garden soil,Netherlands,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608137,Lipomyces lipofer ATCC 32031,EUKARYAL,Lipomyces lipofer,FUNGI-ASCOMYCOTA,36043,Yes,Natural,Ascomycota,Lipomycetes,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces lipofer,,,,,,,,,,,,,,,,,,,garden soil,Netherlands,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608136,Lipomyces starkeyi NRRL Y-1388,EUKARYAL,Lipomyces starkeyi,FUNGI-ASCOMYCOTA,675824,Yes,Natural,Ascomycota,Lipomycetes,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces starkeyi,,,,,,,,,,,,,,,,,,,soil,USA,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608135,Lipomyces starkeyi Li-0103,EUKARYAL,Lipomyces starkeyi,FUNGI-ASCOMYCOTA,675824,Yes,Natural,Ascomycota,Lipomycetes,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces starkeyi,,,,,,,,,,,,,,,,,,,soil,USA,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608134,Lipomyces starkeyi JCM 5995,EUKARYAL,Lipomyces starkeyi,FUNGI-ASCOMYCOTA,675824,Yes,Natural,Ascomycota,Lipomycetes,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces starkeyi,,,,,,,,,,,,,,,,,,,soil,USA,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608133,Lipomyces starkeyi DSM 70295,EUKARYAL,Lipomyces starkeyi,FUNGI-ASCOMYCOTA,675824,Yes,Natural,Ascomycota,Lipomycetes,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces starkeyi,,,,,,,,,,,,,,,,,,,soil,USA,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608132,Lipomyces starkeyi CBS 1807,EUKARYAL,Lipomyces starkeyi,FUNGI-ASCOMYCOTA,675824,Yes,Natural,Ascomycota,Lipomycetes,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces starkeyi,,,,,,,,,,,,,,,,,,,soil,USA,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608131,Lipomyces starkeyi 74,EUKARYAL,Lipomyces starkeyi,FUNGI-ASCOMYCOTA,675824,Yes,Natural,Ascomycota,Lipomycetes,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces starkeyi,,,,,,,,,,,,,,,,,,,soil,USA,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608130,Kluyveromyces polysporus UCD 57-17,EUKARYAL,Kluyveromyces polysporus,FUNGI-ASCOMYCOTA,36033,Yes,Natural,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Vanderwaltozyma,Vanderwaltozyma polyspora,,,,,,,,,,,,,,,,,,,soil,South Africa,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608129,Kluyveromyces polysporus NRRL Y-8283,EUKARYAL,Kluyveromyces polysporus,FUNGI-ASCOMYCOTA,36033,Yes,Natural,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Vanderwaltozyma,Vanderwaltozyma polyspora,,,,,,,,,,,,,,,,,,,soil,South Africa,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608128,Kluyveromyces polysporus NCYC 523,EUKARYAL,Kluyveromyces polysporus,FUNGI-ASCOMYCOTA,36033,Yes,Natural,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Vanderwaltozyma,Vanderwaltozyma polyspora,,,,,,,,,,,,,,,,,,,soil,South Africa,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608127,Kluyveromyces polysporus MUCL 30238,EUKARYAL,Kluyveromyces polysporus,FUNGI-ASCOMYCOTA,36033,Yes,Natural,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Vanderwaltozyma,Vanderwaltozyma polyspora,,,,,,,,,,,,,,,,,,,soil,South Africa,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608126,Kluyveromyces polysporus Ky-0205,EUKARYAL,Kluyveromyces polysporus,FUNGI-ASCOMYCOTA,36033,Yes,Natural,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Vanderwaltozyma,Vanderwaltozyma polyspora,,,,,,,,,,,,,,,,,,,soil,South Africa,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608125,Kluyveromyces polysporus DBVPG 6243,EUKARYAL,Kluyveromyces polysporus,FUNGI-ASCOMYCOTA,36033,Yes,Natural,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Vanderwaltozyma,Vanderwaltozyma polyspora,,,,,,,,,,,,,,,,,,,soil,South Africa,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608124,Kluyveromyces polysporus CBS 2163,EUKARYAL,Kluyveromyces polysporus,FUNGI-ASCOMYCOTA,36033,Yes,Natural,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Vanderwaltozyma,Vanderwaltozyma polyspora,,,,,,,,,,,,,,,,,,,soil,South Africa,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608123,Kluyveromyces polysporus ATCC 22028,EUKARYAL,Kluyveromyces polysporus,FUNGI-ASCOMYCOTA,36033,Yes,Natural,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Vanderwaltozyma,Vanderwaltozyma polyspora,,,,,,,,,,,,,,,,,,,soil,South Africa,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608122,Kluyveromyces africanus NRRL Y-8276,EUKARYAL,Kluyveromyces africanus,FUNGI-ASCOMYCOTA,432096,Yes,Natural,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania africana,,,,,,,,,,,,,,,,,,,soil,South Africa,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608121,Kluyveromyces africanus NBRC 1671,EUKARYAL,Kluyveromyces africanus,FUNGI-ASCOMYCOTA,432096,Yes,Natural,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania africana,,,,,,,,,,,,,,,,,,,soil,South Africa,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608120,Kluyveromyces africanus Ky-0104,EUKARYAL,Kluyveromyces africanus,FUNGI-ASCOMYCOTA,432096,Yes,Natural,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania africana,,,,,,,,,,,,,,,,,,,soil,South Africa,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608119,Kluyveromyces africanus IFO 1671,EUKARYAL,Kluyveromyces africanus,FUNGI-ASCOMYCOTA,432096,Yes,Natural,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania africana,,,,,,,,,,,,,,,,,,,soil,South Africa,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608118,Kluyveromyces africanus DSM 70290,EUKARYAL,Kluyveromyces africanus,FUNGI-ASCOMYCOTA,432096,Yes,Natural,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania africana,,,,,,,,,,,,,,,,,,,soil,South Africa,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608117,Kluyveromyces africanus ATCC 22294,EUKARYAL,Kluyveromyces africanus,FUNGI-ASCOMYCOTA,432096,Yes,Natural,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania africana,,,,,,,,,,,,,,,,,,,soil,South Africa,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608116,Ogataea wickerhamii NRRL YB-4943,EUKARYAL,Ogataea wickerhamii,FUNGI-ASCOMYCOTA,1249076,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea wickerhamii,,,,,,,,,,,,,,,,,,,soil,Finland,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608115,Ogataea wickerhamii NBRC 1706,EUKARYAL,Ogataea wickerhamii,FUNGI-ASCOMYCOTA,1249076,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea wickerhamii,,,,,,,,,,,,,,,,,,,soil,Finland,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608114,Ogataea wickerhamii IFO 1706,EUKARYAL,Ogataea wickerhamii,FUNGI-ASCOMYCOTA,1249076,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea wickerhamii,,,,,,,,,,,,,,,,,,,soil,Finland,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608113,Ogataea wickerhamii Ha-1401,EUKARYAL,Ogataea wickerhamii,FUNGI-ASCOMYCOTA,1249076,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea wickerhamii,,,,,,,,,,,,,,,,,,,soil,Finland,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608112,Ogataea wickerhamii DSM 70280,EUKARYAL,Ogataea wickerhamii,FUNGI-ASCOMYCOTA,1249076,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea wickerhamii,,,,,,,,,,,,,,,,,,,soil,Finland,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608111,Ogataea wickerhamii CBS 4307,EUKARYAL,Ogataea wickerhamii,FUNGI-ASCOMYCOTA,1249076,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea wickerhamii,,,,,,,,,,,,,,,,,,,soil,Finland,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608110,Ogataea wickerhamii ATCC 16767,EUKARYAL,Ogataea wickerhamii,FUNGI-ASCOMYCOTA,1249076,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea wickerhamii,,,,,,,,,,,,,,,,,,,soil,Finland,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608109,Ogataea wickerhamii ATCC 14441,EUKARYAL,Ogataea wickerhamii,FUNGI-ASCOMYCOTA,1249076,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea wickerhamii,,,,,,,,,,,,,,,,,,,soil,Finland,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608108,Ogataea wickerhamii 241-A,EUKARYAL,Ogataea wickerhamii,FUNGI-ASCOMYCOTA,1249076,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea wickerhamii,,,,,,,,,,,,,,,,,,,soil,Finland,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0608107,Ogataea philodendri NRRL Y-11837,EUKARYAL,Ogataea philodendri,FUNGI-ASCOMYCOTA,1378263,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea philodendri,,,,,,,,,,,,,,,,,,,"Ficus sycomorus, frass from tunnels of Xylion adustus",South Africa,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608106,Ogataea philodendri NBRC 1821,EUKARYAL,Ogataea philodendri,FUNGI-ASCOMYCOTA,1378263,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea philodendri,,,,,,,,,,,,,,,,,,,"Ficus sycomorus, frass from tunnels of Xylion adustus",South Africa,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608105,Ogataea philodendri IFO 1821,EUKARYAL,Ogataea philodendri,FUNGI-ASCOMYCOTA,1378263,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea philodendri,,,,,,,,,,,,,,,,,,,"Ficus sycomorus, frass from tunnels of Xylion adustus",South Africa,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608104,Ogataea philodendri Ha-1501,EUKARYAL,Ogataea philodendri,FUNGI-ASCOMYCOTA,1378263,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea philodendri,,,,,,,,,,,,,,,,,,,"Ficus sycomorus, frass from tunnels of Xylion adustus",South Africa,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608103,Ogataea philodendri DSM 70276,EUKARYAL,Ogataea philodendri,FUNGI-ASCOMYCOTA,1378263,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea philodendri,,,,,,,,,,,,,,,,,,,"Ficus sycomorus, frass from tunnels of Xylion adustus",South Africa,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608102,Ogataea philodendri CBS 6075,EUKARYAL,Ogataea philodendri,FUNGI-ASCOMYCOTA,1378263,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea philodendri,,,,,,,,,,,,,,,,,,,"Ficus sycomorus, frass from tunnels of Xylion adustus",South Africa,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608101,Pichia minuta UCD 72-15,EUKARYAL,Pichia minuta,FUNGI-ASCOMYCOTA,36026,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea minuta,,,,,,,,,,,,,,,,,,,water,USA,,Environmental,Aquatic,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608100,Pichia minuta NBRC 1473,EUKARYAL,Pichia minuta,FUNGI-ASCOMYCOTA,36026,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea minuta,,,,,,,,,,,,,,,,,,,water,USA,,Environmental,Aquatic,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608099,Pichia minuta JCM 3615,EUKARYAL,Pichia minuta,FUNGI-ASCOMYCOTA,36026,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea minuta,,,,,,,,,,,,,,,,,,,water,USA,,Environmental,Aquatic,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608098,Pichia minuta IFO 1473,EUKARYAL,Pichia minuta,FUNGI-ASCOMYCOTA,36026,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea minuta,,,,,,,,,,,,,,,,,,,water,USA,,Environmental,Aquatic,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608097,Pichia minuta Ha-1701,EUKARYAL,Pichia minuta,FUNGI-ASCOMYCOTA,36026,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea minuta,,,,,,,,,,,,,,,,,,,water,USA,,Environmental,Aquatic,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608096,Pichia minuta DSM 70275,EUKARYAL,Pichia minuta,FUNGI-ASCOMYCOTA,36026,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea minuta,,,,,,,,,,,,,,,,,,,water,USA,,Environmental,Aquatic,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608095,Pichia minuta CBS 5764,EUKARYAL,Pichia minuta,FUNGI-ASCOMYCOTA,36026,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea minuta,,,,,,,,,,,,,,,,,,,water,USA,,Environmental,Aquatic,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608094,Pichia minuta ATCC 18937,EUKARYAL,Pichia minuta,FUNGI-ASCOMYCOTA,36026,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea minuta,,,,,,,,,,,,,,,,,,,water,USA,,Environmental,Aquatic,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608093,Ogataea minuta VKM Y-172,EUKARYAL,Ogataea minuta,FUNGI-ASCOMYCOTA,36026,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea minuta,,,,,,,,,,,,,,,,,,,fermenting mushrooms,USA,,Engineered,Food production,Fermented food,,,,,,,,Mesophile,,,,,,,,
Go0608092,Ogataea minuta NCYC 499,EUKARYAL,Ogataea minuta,FUNGI-ASCOMYCOTA,36026,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea minuta,,,,,,,,,,,,,,,,,,,fermenting mushrooms,USA,,Engineered,Food production,Fermented food,,,,,,,,Mesophile,,,,,,,,
Go0608091,Ogataea minuta NBRC 975,EUKARYAL,Ogataea minuta,FUNGI-ASCOMYCOTA,36026,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea minuta,,,,,,,,,,,,,,,,,,,fermenting mushrooms,USA,,Engineered,Food production,Fermented food,,,,,,,,Mesophile,,,,,,,,
Go0608090,Ogataea minuta NBRC 958,EUKARYAL,Ogataea minuta,FUNGI-ASCOMYCOTA,36026,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea minuta,,,,,,,,,,,,,,,,,,,fermenting mushrooms,USA,,Engineered,Food production,Fermented food,,,,,,,,Mesophile,,,,,,,,
Go0608089,Ogataea minuta JCM 3622,EUKARYAL,Ogataea minuta,FUNGI-ASCOMYCOTA,36026,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea minuta,,,,,,,,,,,,,,,,,,,fermenting mushrooms,USA,,Engineered,Food production,Fermented food,,,,,,,,Mesophile,,,,,,,,
Go0608088,Ogataea minuta IFO 0975,EUKARYAL,Ogataea minuta,FUNGI-ASCOMYCOTA,36026,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea minuta,,,,,,,,,,,,,,,,,,,fermenting mushrooms,USA,,Engineered,Food production,Fermented food,,,,,,,,Mesophile,,,,,,,,
Go0608087,Ogataea minuta IFO 0958,EUKARYAL,Ogataea minuta,FUNGI-ASCOMYCOTA,36026,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea minuta,,,,,,,,,,,,,,,,,,,fermenting mushrooms,USA,,Engineered,Food production,Fermented food,,,,,,,,Mesophile,,,,,,,,
Go0608086,Ogataea minuta Ha-0302,EUKARYAL,Ogataea minuta,FUNGI-ASCOMYCOTA,36026,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea minuta,,,,,,,,,,,,,,,,,,,fermenting mushrooms,USA,,Engineered,Food production,Fermented food,,,,,,,,Mesophile,,,,,,,,
Go0608085,Ogataea minuta DSM 70274,EUKARYAL,Ogataea minuta,FUNGI-ASCOMYCOTA,36026,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea minuta,,,,,,,,,,,,,,,,,,,fermenting mushrooms,USA,,Engineered,Food production,Fermented food,,,,,,,,Mesophile,,,,,,,,
Go0608084,Ogataea minuta CBS 1708,EUKARYAL,Ogataea minuta,FUNGI-ASCOMYCOTA,36026,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea minuta,,,,,,,,,,,,,,,,,,,fermenting mushrooms,USA,,Engineered,Food production,Fermented food,,,,,,,,Mesophile,,,,,,,,
Go0608083,Ogataea minuta ATCC 16760,EUKARYAL,Ogataea minuta,FUNGI-ASCOMYCOTA,36026,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea minuta,,,,,,,,,,,,,,,,,,,fermenting mushrooms,USA,,Engineered,Food production,Fermented food,,,,,,,,Mesophile,,,,,,,,
